surface,ray_id,parent_id,depth,x,y,z,dx,dy,dz,power,intensity,u,v
Detector_direct,0,-1,0,-0.34448,-0.80321,2.6,0.0,0.0,-1.0,29635.690698863713,84900000000.0,0.0,0.0
Detector_direct,1,-1,0,-0.34448,-0.8025433333333333,2.6,0.0,0.0,-1.0,39164.57289132637,84148677491.45538,0.0,0.0006666666666667043
Detector_direct,2,-1,0,-0.34390264973081036,-0.8028766666666667,2.6,0.0,0.0,-1.0,39164.57289132637,84148677491.45538,0.000577350269189647,0.0003333333333332966
Detector_direct,3,-1,0,-0.34390264973081036,-0.8035433333333333,2.6,0.0,0.0,-1.0,39164.57289132637,84148677491.45538,0.000577350269189647,-0.0003333333333332966
Detector_direct,4,-1,0,-0.34448,-0.8038766666666667,2.6,0.0,0.0,-1.0,39164.57289132637,84148677491.45538,0.0,-0.0006666666666667043
Detector_direct,5,-1,0,-0.34505735026918966,-0.8035433333333333,2.6,0.0,0.0,-1.0,39164.57289132637,84148677491.45538,-0.000577350269189647,-0.0003333333333332966
Detector_direct,6,-1,0,-0.34505735026918966,-0.8028766666666667,2.6,0.0,0.0,-1.0,39164.57289132637,84148677491.45538,-0.000577350269189647,0.0003333333333332966
Detector_direct,7,-1,0,-0.34448,-0.8018766666666667,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,0.0,0.0013333333333332975
Detector_direct,8,-1,0,-0.34381333333333336,-0.8020552994616207,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,0.0006666666666666488,0.001154700538379294
Detector_direct,9,-1,0,-0.34332529946162077,-0.8025433333333333,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,0.0011547005383792386,0.0006666666666667043
Detector_direct,10,-1,0,-0.34314666666666666,-0.80321,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,0.001333333333333353,0.0
Detector_direct,11,-1,0,-0.34332529946162077,-0.8038766666666667,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,0.0011547005383792386,-0.0006666666666667043
Detector_direct,12,-1,0,-0.34381333333333336,-0.8043647005383793,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,0.0006666666666666488,-0.001154700538379294
Detector_direct,13,-1,0,-0.34448,-0.8045433333333333,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,0.0,-0.0013333333333332975
Detector_direct,14,-1,0,-0.34514666666666666,-0.8043647005383793,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,-0.0006666666666666488,-0.001154700538379294
Detector_direct,15,-1,0,-0.34563470053837925,-0.8038766666666667,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,-0.0011547005383792386,-0.0006666666666667043
Detector_direct,16,-1,0,-0.34581333333333336,-0.80321,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,-0.001333333333333353,0.0
Detector_direct,17,-1,0,-0.34563470053837925,-0.8025433333333333,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,-0.0011547005383792386,0.0006666666666667043
Detector_direct,18,-1,0,-0.34514666666666666,-0.8020552994616207,2.6,0.0,0.0,-1.0,38133.98650378699,81934368100.34387,-0.0006666666666666488,0.001154700538379294
Detector_direct,19,-1,0,-0.34448,-0.80121,2.6,0.0,0.0,-1.0,36476.25402743928,78372577808.22537,0.0,0.0020000000000000018
Detector_direct,20,-1,0,-0.3437959597133487,-0.8013306147584282,2.6,0.0,0.0,-1.0,36476.25402743928,78372577808.22537,0.0006840402866513107,0.0018793852415718293
Detector_direct,21,-1,0,-0.34319442478062695,-0.8016779111137621,2.6,0.0,0.0,-1.0,36476.25402743928,78372577808.22537,0.0012855752193730585,0.0015320888862379034
