surface,ray_id,parent_id,depth,x,y,z,dx,dy,dz,power,intensity,u,v
Detector_main,2970,2249,3,-0.34736675134594813,-0.8015433333333333,2.6,0.0,0.0,-1.0,14579.961448767866,31326384617.919132,-0.002886751345948124,0.0016666666666667052
Detector_main,2971,2250,3,-0.346957149418258,-0.8009795646454705,2.6,0.0,0.0,-1.0,14579.961448767866,31326384617.919132,-0.0024771494182579956,0.002230435354529492
Detector_main,2972,2251,3,-0.34643928417430825,-0.8005132766854168,2.6,0.0,0.0,-1.0,14579.961448767866,31326384617.919132,-0.00195928417430824,0.0026967233145831493
Detector_main,2973,2252,3,-0.3458357888102527,-0.8001648484745246,2.6,0.0,0.0,-1.0,14579.961448767866,31326384617.919132,-0.0013557888102526672,0.0030451515254753536
Detector_main,2974,2253,3,-0.34517303896939255,-0.7999495079975539,2.6,0.0,0.0,-1.0,14579.961448767866,31326384617.919132,-0.0006930389693925454,0.003260492002446047
Detector_main,2975,2254,3,-0.34448,-0.79921,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0,0.0040000000000000036
Detector_main,2976,2255,3,-0.34378540728933227,-0.7992707689879511,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0006945927106677408,0.003939231012048849
Detector_main,2977,2256,3,-0.34311191942669733,-0.7994512295168563,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0013680805733026769,0.0037587704831436586
Detector_main,2978,2257,3,-0.34248,-0.7997458983848622,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0020000000000000018,0.0034641016151377713
Detector_main,2979,2258,3,-0.34190884956125384,-0.8001458222275241,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0025711504387461726,0.003064177772475918
Detector_main,2980,2259,3,-0.3414158222275241,-0.8006388495612539,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.003064177772475918,0.002571150438746117
Detector_main,2981,2260,3,-0.34101589838486224,-0.80121,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0034641016151377713,0.0020000000000000018
Detector_main,2982,2261,3,-0.34072122951685635,-0.8018419194266974,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0037587704831436586,0.0013680805733026213
Detector_main,2983,2262,3,-0.34054076898795116,-0.8025154072893322,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.003939231012048849,0.0006945927106677408
Detector_main,2984,2263,3,-0.34048,-0.80321,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0040000000000000036,0.0
Detector_main,2985,2264,3,-0.34054076898795116,-0.8039045927106677,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.003939231012048849,-0.0006945927106677408
Detector_main,2986,2265,3,-0.34072122951685635,-0.8045780805733026,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0037587704831436586,-0.0013680805733026213
Detector_main,2987,2266,3,-0.34101589838486224,-0.80521,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0034641016151377713,-0.0020000000000000018
Detector_main,2988,2267,3,-0.3414158222275241,-0.8057811504387461,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.003064177772475918,-0.002571150438746117
Detector_main,2989,2268,3,-0.34190884956125384,-0.8062741777724759,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0025711504387461726,-0.003064177772475918
Detector_main,2990,2269,3,-0.34248,-0.8066741016151378,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0020000000000000018,-0.0034641016151377713
Detector_main,2991,2270,3,-0.34311191942669733,-0.8069687704831436,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0013680805733026769,-0.0037587704831436586
Detector_main,2992,2271,3,-0.34378540728933227,-0.8071492310120488,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0006945927106677408,-0.003939231012048849
Detector_main,2993,2272,3,-0.34448,-0.80721,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,0.0,-0.0040000000000000036
Detector_main,2994,2273,3,-0.34517459271066775,-0.8071492310120488,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0006945927106677408,-0.003939231012048849
Detector_main,2995,2274,3,-0.3458480805733027,-0.8069687704831436,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0013680805733026769,-0.0037587704831436586
Detector_main,2996,2275,3,-0.34648,-0.8066741016151378,2.6,0.0,0.0,-1.0,13221.843925397672,28408344536.47397,-0.0020000000000000018,-0.0034641016151377713
