3.1.3	(0.7462506043, -1.0171924129, -3.1004175598)	(0.7455849293, -1.0169539246, -3.1009261402)	(0.7458234176, -1.0162882496, -3.1014347205)	(0.7464890925, -1.0165267379, -3.1009261402)
3.1.4	(0.7445865671, -1.0169803652, -3.1012034078)	(0.7438972809, -1.0171381141, -3.1017136534)	(0.743739532, -1.016448828, -3.102223899)	(0.7444288181, -1.016291079, -3.1017136534)
3.1.5	(0.7463431855, -1.0161092327, -3.1007731673)	(0.7457358861, -1.0157470349, -3.1012747164)	(0.7460980838, -1.0151397355, -3.1017762655)	(0.7467053832, -1.0155019333, -3.1012747164)
3.1.6	(0.7475216336, -1.0165999587, -3.1007437713)	(0.7470956859, -1.0160355402, -3.1012443279)	(0.7476601044, -1.0156095925, -3.1017448844)	(0.7480860521, -1.0161740109, -3.1012443279)
3.1.7	(0.7476721838, -1.0176526395, -3.1007415449)	(0.7471456513, -1.0171806612, -3.1012435607)	(0.7476176296, -1.0166541287, -3.1017455765)	(0.7481441621, -1.017126107, -3.1012435607)

3.2.1	(0.7446707604, -1.0257867569, -2.771024576)	(0.7440004541, -1.0260119001, -2.771515853)	(0.7437753109, -1.0253415938, -2.7720071301)	(0.7444456172, -1.0251164506, -2.771515853)
3.2.2	(0.7426780394, -1.0259047815, -2.7711680255)	(0.7419779701, -1.0260042965, -2.7716599545)	(0.7418784552, -1.0253042272, -2.7721518835)	(0.7425785245, -1.0252047122, -2.7716599545)
3.2.3	(0.7442643447, -1.0249645603, -2.7711858959)	(0.7435775352, -1.0247963546, -2.7716804212)	(0.7437457409, -1.0241095452, -2.7721749464)	(0.7444325504, -1.0242777509, -2.7716804212)
3.2.4	(0.7440901391, -1.0237488422, -2.7712547758)	(0.7433839375, -1.0237130711, -2.7717478846)	(0.7434197086, -1.0230068695, -2.7722409935)	(0.7441259102, -1.0230426406, -2.7717478846)
3.2.5	(0.745087899, -1.0236105716, -2.7710825957)	(0.7444468991, -1.0233120436, -2.7715787188)	(0.744745427, -1.0226710438, -2.7720748419)	(0.7453864269, -1.0229695717, -2.7715787188)
3.2.6	(0.746428931, -1.0241623483, -2.7709755141)	(0.7458570132, -1.0237465236, -2.7714734791)	(0.7462728379, -1.0231746059, -2.7719714442)	(0.7468447556, -1.0235904305, -2.7714734791)
