2.4.6	(-1.0236544550586, -0.7721615937392, -2.1094731626)	(-1.0230902528586001, -0.7717353590392001, -2.1099934265)	(-1.0226640181586, -0.7722995612392001, -2.1105136905)	(-1.0232282203586, -0.7727257959392001, -2.1099934265)
2.4.7	(-1.0246536257586, -0.7719292832392001, -2.1093394909)	(-1.0241874088586, -0.7713976425392001, -2.10986053)	(-1.0236557681586, -0.7718638594392001, -2.1103815691)	(-1.0241219850586, -0.7723955001392, -2.10986053)

3.1.1	(0.7622477881, -1.014292938, -3.1003588005)	(0.7615488844, -1.0141855431, -3.1008682926)	(0.7616562793, -1.0134866394, -3.1013777847)	(0.762355183, -1.0135940343, -3.1008682926)
3.1.2	(0.7612409931, -1.0140371886, -3.1003211311)	(0.7605344729, -1.0140659883, -3.1008327473)	(0.7605056732000001, -1.013359468, -3.1013443634)	(0.7612121935, -1.0133306683, -3.1008327473)
3.1.3	(0.7622506043, -1.0131924129, -3.1004175598)	(0.7615849293, -1.0129539245999999, -3.1009261402)	(0.7618234176, -1.0122882496, -3.1014347205)	(0.7624890925, -1.0125267379, -3.1009261402)
3.1.4	(0.7605865671, -1.0129803652, -3.1012034078)	(0.7598972809, -1.0131381141, -3.1017136534)	(0.759739532, -1.012448828, -3.102223899)	(0.7604288181, -1.012291079, -3.1017136534)
3.1.5	(0.7623431855, -1.0121092327, -3.1007731673)	(0.7617358861, -1.0117470349, -3.1012747164)	(0.7620980838, -1.0111397355, -3.1017762655)	(0.7627053832, -1.0115019333, -3.1012747164)
3.1.6	(0.7635216336, -1.0125999587, -3.1007437713)	(0.7630956859, -1.0120355402, -3.1012443279)	(0.7636601044, -1.0116095925, -3.1017448844)	(0.7640860521, -1.0121740109, -3.1012443279)
3.1.7	(0.7636721838, -1.0136526395, -3.1007415449)	(0.7631456513, -1.0131806612, -3.1012435607)	(0.7636176296, -1.0126541287, -3.1017455765)	(0.7641441621, -1.013126107, -3.1012435607)

3.2.1	(0.7606707604, -1.0217867569, -2.771024576)	(0.7600004541000001, -1.0220119001, -2.771515853)	(0.7597753109000001, -1.0213415938, -2.7720071301)	(0.7604456172, -1.0211164506, -2.771515853)
3.2.2	(0.7586780394, -1.0219047815, -2.7711680255)	(0.7579779701, -1.0220042965, -2.7716599545)	(0.7578784552, -1.0213042272, -2.7721518835)	(0.7585785245, -1.0212047122, -2.7716599545)
3.2.3	(0.7602643447, -1.0209645603, -2.7711858959)	(0.7595775352, -1.0207963546, -2.7716804212)	(0.7597457409, -1.0201095452, -2.7721749464)	(0.7604325504, -1.0202777509, -2.7716804212)
3.2.4	(0.7600901391, -1.0197488422, -2.7712547758)	(0.7593839375, -1.0197130711, -2.7717478846)	(0.7594197086, -1.0190068695, -2.7722409935)	(0.7601259102, -1.0190426406, -2.7717478846)
3.2.5	(0.7610878990000001, -1.0196105716, -2.7710825957)	(0.7604468991, -1.0193120436, -2.7715787188)	(0.760745427, -1.0186710438, -2.7720748419)	(0.7613864269, -1.0189695717, -2.7715787188)
3.2.6	(0.762428931, -1.0201623483, -2.7709755141)	(0.7618570132, -1.0197465236, -2.7714734791)	(0.7622728379, -1.0191746059, -2.7719714442)	(0.7628447556, -1.0195904305, -2.7714734791)
3.2.7	(0.7626427125, -1.021478018, -2.7709615121)	(0.7621619189000001, -1.0209595226, -2.77145976)	(0.7626804142, -1.020478729, -2.7719580078)	(0.7631612078, -1.0209972244, -2.77145976)

3.3.1	(0.7705751478, -1.0145025963, -2.4399105465)	(0.7698723669, -1.0145806919, -2.4404292082)	(0.7697942712, -1.013877911, -2.44094787)	(0.7704970522, -1.0137998154, -2.4404292082)
3.3.2	(0.7695258727000001, -1.014216355, -2.4398188384)	(0.7688200225, -1.0141742163, -2.4403378931)	(0.7688621612000001, -1.013468366, -2.4408569477)	(0.7695680115, -1.0135105048, -2.4403378931)
3.3.3	(0.7705790336, -1.0133784984, -2.4398748218)	(0.7699431189, -1.0130692852, -2.4403918337)	(0.7702523321, -1.0124333704, -2.4409088457)	(0.7708882469, -1.0127425836, -2.4403918337)
3.3.4	(0.7692806878, -1.0132384144, -2.4401263981)	(0.7685979392, -1.0130544204, -2.4406446243)	(0.7687819333, -1.0123716718, -2.4411628505)	(0.7694646819000001, -1.0125556658, -2.4406446243)
3.3.5	(0.77079662, -1.0123023599, -2.4399952679)	(0.7702302113, -1.0118790616, -2.4405105985)	(0.7706535096, -1.0113126529, -2.4410259292)	(0.7712199183, -1.0117359512, -2.4405105985)
3.3.6	(0.771519339, -1.0128960978, -2.4400433875)	(0.771158548, -1.0122879613, -2.4405552668)	(0.7717666844000001, -1.0119271703, -2.4410671461)	(0.7721274754, -1.0125353068, -2.4405552668)
3.3.7	(0.7712869723, -1.0139519606, -2.4400648744)	(0.77081279, -1.0134274121, -2.440578126)	(0.7713373385, -1.0129532298, -2.4410913776)	(0.7718115208, -1.0134777783, -2.440578126)

3.4.1	(0.7674589243000001, -1.022038542, -2.1096401042)	(0.7668076848000001, -1.0217630658, -2.1101558487)	(0.7670831611, -1.0211118263, -2.1106715933)	(0.7677344005, -1.0213873026, -2.1101558487)
3.4.2	(0.7647621358, -1.0221071727, -2.1102179005)	(0.7640871687, -1.0223179309, -2.110728841)	(0.7638764106, -1.0216429638, -2.1112397816)	(0.7645513777, -1.0214322056, -2.110728841)
3.4.3	(0.7663065194, -1.0211734793, -2.1101652046)	(0.7656079204, -1.021064121, -2.1106751671)	(0.7657172788000001, -1.020365522, -2.1111851296)	(0.7664158777, -1.0204748802999999, -2.1106751671)
3.4.4	(0.7645611701, -1.0211341643, -2.1109218861)	(0.7638620019, -1.0212398242, -2.1114327535)	(0.763756342, -1.020540656, -2.1119436208)	(0.7644555102, -1.0204349961999999, -2.1114327535)
3.4.5	(0.766137628, -1.0200993189, -2.1101482722)	(0.7654305283, -1.0200960932, -2.1106588051)	(0.765433754, -1.0193889935, -2.1111693381)	(0.7661408537000001, -1.0193922192, -2.1106588051)
3.4.6	(0.7682763871, -1.0201287543, -2.1098466105)	(0.7676729357000001, -1.0197601807, -2.1103630885)	(0.7680415092, -1.0191567293, -2.1108795665)	(0.7686449606, -1.0195253029, -2.1103630885)
3.4.7	(0.7675628304000001, -1.0207087833, -2.1103570203)	(0.7680828991, -1.0211878747, -2.1098434114)	(0.7685619905000001, -1.020667806, -2.1103570203)	(0.7680419219, -1.0201887146, -2.1108706293)

4.1.1	(1.0161561409828, 0.7623945932432, -3.1008722214)	(1.0158770148828, 0.7630442769432, -3.1003627029)	(1.0152273311828, 0.7627651509432, -3.1008722214)	(1.0155064571828, 0.7621154671432, -3.1013817398)
4.1.2	(1.0139997566828, 0.7631230062432, -3.1002154712)	(1.0132928245828, 0.7631072855432, -3.1007290323)	(1.0133085451828, 0.7624003534432, -3.1012425934)	(1.0140154773828, 0.7624160741432, -3.1007290323)
4.1.3	(1.0140751271828, 0.7643600126432, -3.1001216724)	(1.0139533037828, 0.7636634792432, -3.1006362781)	(1.0132567703828, 0.7637853025432, -3.1011508838)	(1.0133785936828, 0.7644818360432, -3.1006362781)
4.1.4	(1.0126090047828, 0.7636621982432, -3.1008830001)	(1.0119519604828, 0.7639235267432, -3.1013978489)	(1.0122132889828, 0.7645805710432, -3.1008830001)	(1.0128703332828, 0.7643192425431999, -3.1003681512)
4.1.5	(1.0125783558828, 0.7648320127432, -3.1011538433)	(1.0129560162828, 0.7654298189432, -3.1006369769)	(1.0135538224828, 0.7650521585432, -3.1001201105)	(1.0131761620828, 0.7644543523432, -3.1006369769)
4.1.6	(1.0135984331828, 0.7653248330432, -3.1009432481)	(1.0140915122828, 0.7658316595432, -3.1004265812)	(1.0145983386828, 0.7653385805432, -3.0999099144)	(1.0141052596828, 0.7648317540432, -3.1004265812)
4.1.7	(1.0148495753828, 0.7631820293432, -3.1007200859)	(1.0146956432828, 0.7638721778431999, -3.1002081061)	(1.0153857917828, 0.7640261098432, -3.0996961264)	(1.0155397238828, 0.7633359614431999, -3.1002081061)

4.2.1	(1.0234013450828, 0.7619860127432, -2.7720087019)	(1.0226957850828, 0.7620327599432, -2.7724994059)	(1.0227425321828, 0.7627383199432, -2.7720087019)	(1.0234480922828, 0.7626915728432, -2.7715179979)
4.2.2	(1.0230135557828, 0.7611105923432, -2.7727624935)	(1.0223123418828, 0.7610194917431999, -2.7732553274)	(1.0222212412828, 0.7617207056431999, -2.7727624935)	(1.0229224551828, 0.7618118061432, -2.7722696597)
4.2.3	(1.0230285513828, 0.7635491295432, -2.7715531324)	(1.0223451290828, 0.7637306077432, -2.7720420806)	(1.0221636508828, 0.7630471854431999, -2.7725310288)	(1.0228470731827999, 0.7628657072432, -2.7720420806)
4.2.4	(1.0216622305828, 0.7629117817432, -2.7720956148)	(1.0210231404828, 0.7632143767432, -2.7725830757)	(1.0213257354828, 0.7638534668432, -2.7720956148)	(1.0219648255828, 0.7635508717432, -2.7716081539)
4.2.5	(1.0220071615828, 0.7646367460432, -2.7720467506)	(1.0215279012828, 0.7651566592432, -2.7725344923)	(1.0220478143828, 0.7656359194432, -2.7720467506)	(1.0225270746828, 0.7651160063432, -2.771559009)
4.2.6	(1.0230561191828, 0.7641559989432, -2.7718329893)	(1.0224864660828, 0.7645749204432, -2.7723205326)	(1.0229053875828, 0.7651445736432, -2.7718329893)	(1.0234750406828, 0.7647256520432, -2.771345446)
4.2.7	(1.0238758876828, 0.7638083224432, -2.7711315519)	(1.0232033947828, 0.7635897973432, -2.7716266631)	(1.0234219198828, 0.7629173044431999, -2.7721217744)	(1.0240944127828, 0.7631358295432, -2.7716266631)

4.3.1	(1.0186570589828, 0.7711379551431999, -2.4402857993)	(1.0188611201828, 0.7704609330432, -2.4407855569)	(1.0181840980828, 0.7702568717432, -2.4412853145)	(1.0179800368828, 0.7709338938432, -2.4407855569)
